OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,KDBBPS,KDCBPS,KDCPUM,KDEBPS,KDEPUM,KDPBPS,KDPKAB,KDPPUM,LUASWH,TIPADM,WADMKC,WADMKD,WADMKK,WADMPR,WIADKC,WIADKK,WIADPR,WIADKD,SHAPE_Length,SHAPE_Area
1,Banggai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.01","72",8252.88151507481,4, , ,Banggai,Sulawesi Tengah, , ,,0,8.49690306296307,0.670580585558599
2,Banggai Kepulauan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.07","72",2385.07293359873,4, , ,Banggai Kepulauan,Sulawesi Tengah, ,Banggai,,0,7.59779235749177,0.193819851822196
3,Banggai Laut,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.11","72",688.151175626776,4, , ,Banggai Laut,Sulawesi Tengah, ,Banggai Kepulauan,,0,10.5352783636616,0.0559325004015351
4,Bantaeng,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.03","73",390.969412699495,4, , ,Bantaeng,Sulawesi Selatan, , , ,0,1.09140143182309,0.0319051852439628
5,Barru,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.11","73",1201.90345441736,4, , ,Barru,Sulawesi Selatan, , , ,0,2.78559172711226,0.097930303217083
6,Boalemo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.02","75",1830.86468089747,4, , ,Boalemo,Gorontalo, ,Gorontalo,Sulawesi Utara,0,3.37405738848279,0.148750725693187
7,Bolaang Mongondow,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.01","71",3291.4952620693,4, , ,Bolaang Mongondow,Sulawesi Utara, , , ,0,3.65743734598525,0.267424566356948
8,Bolaang Mongondow Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.11","71",1773.88061185868,4, , ,Bolaang Mongondow Selatan,Sulawesi Utara, ,Bolaang Mongondow, ,0,3.76432457922774,0.144115934520644
9,Bolaang Mongondow Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.10","71",859.973340571965,4, , ,Bolaang Mongondow Timur,Sulawesi Utara, ,Bolaang Mongondow, ,0,2.17458313089217,0.0698704220253792
10,Bolaang Mongondow Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.08","71",1644.41939182281,4, , ,Bolaang Mongondow Utara,Sulawesi Utara, ,Bolaang Mongondow, ,0,2.46094499888961,0.13360592593578
11,Bombana,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.06","74",3293.96639913022,4, , ,Bombana,Sulawesi Tenggara, ,Buton, ,0,5.4716724605221,0.268524880662475
12,Bone,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.08","73",4567.2381364521,4, , ,Bone,Sulawesi Selatan, , , ,0,5.10839664206822,0.372265191250229
13,Bone Bolango,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.03","75",1888.99759975918,4, , ,Bone Bolango,Gorontalo, ,Gorontalo,Sulawesi Utara,0,2.00498598265802,0.153470592461417
14,Bulukumba,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.02","73",1175.52804855992,4, , ,Bulukumba,Sulawesi Selatan, , , ,0,2.07612816359521,0.0959202426206228
15,Buol,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.05","72",3723.57750114763,4, , ,Buol,Sulawesi Tengah, ,Buol Toli-Toli,,0,5.09315284720647,0.302550461084302
16,Buru,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.04","81",4915.56642477707,4, , ,Buru,Maluku, ,Maluku Tengah, ,0,4.13716292988193,0.400003366177806
17,Buru Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.09","81",3678.69593933868,4, , ,Buru Selatan,Maluku, ,Buru, ,0,4.79960184465137,0.299426415279535
18,Buton,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.04","74",1669.32863015776,4, , ,Buton,Sulawesi Tenggara, , , ,0,3.04087674143843,0.13618829986568
19,Buton Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.15","74",517.631463504663,4, , ,Buton Selatan,Sulawesi Tenggara, ,Buton, ,0,1.85498741344651,0.0422495080509944
20,Buton Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.14","74",836.95579779096,4, , ,Buton Tengah,Sulawesi Tenggara, ,Buton, ,0,2.98412837400909,0.0682810706643731
21,Buton Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.10","74",1755.829226103,4, , ,Buton Utara,Sulawesi Tenggara, ,Muna, ,0,4.67921811894818,0.143115018242219
22,Donggala,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.03","72",5126.58555299808,4, , ,Donggala,Sulawesi Tengah, , ,,0,9.36864933748567,0.416526716282373
23,Enrekang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.16","73",1806.8155381157,4, , ,Enrekang,Sulawesi Selatan, , , ,0,2.17484432398649,0.147055261358398
24,Gorontalo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.01","75",2160.36369133814,4, , ,Gorontalo,Gorontalo, , ,Sulawesi Utara,0,3.28865796590711,0.175522683824378
25,Gorontalo Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.05","75",1703.58578984684,4, , ,Gorontalo Utara,Gorontalo, ,Gorontalo,Sulawesi Utara,0,5.40551043511734,0.138417030007527
26,Gowa,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.06","73",1812.99651961759,4, , ,Gowa,Sulawesi Selatan, , , ,0,3.1423978849821,0.147907269528933
27,Halmahera Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.01","82",2239.11441858606,4, , ,Halmahera Barat,Maluku Utara, , ,Maluku,0,6.02084042538254,0.181959365680735
28,Halmahera Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.04","82",8096.39686622141,4, , ,Halmahera Selatan,Maluku Utara, ,Maluku Utara,Maluku,0,27.2121857845859,0.657856789551236
29,Halmahera Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.02","82",2276.90337710368,4, , ,Halmahera Tengah,Maluku Utara, , ,Maluku,0,7.36086961520488,0.184982985688862
30,Halmahera Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.06","82",6488.73037558921,4, , ,Halmahera Timur,Maluku Utara, ,Halmahera Tengah,Maluku,0,7.18067669931231,0.527239627637116
31,Halmahera Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.03","82",3404.62867693441,4, , ,Halmahera Utara,Maluku Utara, ,Maluku Utara,Maluku,0,6.80859208674045,0.27669805569211
32,Jeneponto,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.04","73",796.000629696681,4, , ,Jeneponto,Sulawesi Selatan, , , ,0,2.33224343151653,0.0649661202749043
33,Kepulauan Aru,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.07","81",8096.72935835538,4, , ,Kepulauan Aru,Maluku, ,Maluku Tenggara, ,0,34.3397569381229,0.66156188885012
34,Kepulauan Sangihe,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.03","71",597.259945548011,4, , ,Kepulauan Sangihe,Sulawesi Utara, , , ,0,4.22937403757135,0.0486130243238751
35,Kepulauan Selayar,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.01","73",1160.35860137802,4, , ,Kepulauan Selayar,Sulawesi Selatan, , , ,0,6.75602738575978,0.0948774895813301
36,Kep. Siau Tagulandang Biaro,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.09","71",217.28674913655,4, , ,Kep. Siau Tagulandang Biaro,Sulawesi Utara, , , ,0,2.03791894796544,0.0176696008347237
37,Kepulauan Sula,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.05","82",1778.52126577677,4, , ,Kepulauan Sula,Maluku Utara, ,Maluku Utara,Maluku,0,5.3742094180349,0.14457199841419
38,Kepulauan Talaud,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.04","71",1012.14010371464,4, , ,Kepulauan Talaud,Sulawesi Utara, ,Kep. Sangihe Talaud, ,0,3.65144306849753,0.0824460127416592
39,Kepulauan Tanimbar,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.03","81",4431.08211348868,4, , ,Kepulauan Tanimbar,Maluku, ,Maluku Tenggara, ,0,15.4898468001101,0.363082475754523
40,Kolaka,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.01","74",2958.92085719784,4, , ,Kolaka,Sulawesi Tenggara, , , ,0,5.39527306777371,0.240980839473739
41,Kolaka Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.11","74",3992.53107078144,4, , ,Kolaka Timur,Sulawesi Tenggara, ,Kolaka, ,0,4.62416724674967,0.325055960897339
42,Kolaka Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.08","74",2932.2519206081,4, , ,Kolaka Utara,Sulawesi Tenggara, ,Kolaka, ,0,3.9086502094925,0.238597308700846
43,Konawe,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.02","74",5351.85263389188,4, , ,Konawe,Sulawesi Tenggara, , , ,0,6.84601568997838,0.435602118514011
44,Konawe Kepulauan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.12","74",705.711010276954,4, , ,Konawe Kepulauan,Sulawesi Tenggara, ,Konawe, ,0,1.17136047970804,0.0574768178025092
45,Konawe Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.05","74",4237.7405150556,4, , ,Konawe Selatan,Sulawesi Tenggara, ,Kendari, ,0,5.59324280043244,0.345208073275444
46,Konawe Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.09","74",4219.81180816928,4, , ,Konawe Utara,Sulawesi Tenggara, ,Konawe, ,0,6.15591332033055,0.343408045869039
47,Kota Ambon,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.71","81",236.663143545364,5, , ,Kota Ambon,Maluku, , , ,0,1.30589748026563,0.0192655063687329
48,Kota Bau Bau,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.72","74",294.137423231212,5, , ,Kota Bau Bau,Sulawesi Tenggara, ,Buton, ,0,0.955179337167784,0.0240007870007503
49,Kota Bitung,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.72","71",329.724470976589,5, , ,Kota Bitung,Sulawesi Utara, ,Minahasa, ,0,1.86338052686066,0.0267959339523187
50,Kota Gorontalo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.71","75",70.9329465909141,5, , ,Kota Gorontalo,Gorontalo, , ,Sulawesi Utara,0,0.462127857532017,0.0057629040134167
51,Kota Kendari,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.71","74",265.790696581521,5, , ,Kota Kendari,Sulawesi Tenggara, ,Kendari, ,0,1.21929531969085,0.0216443348270586
52,Kota Kotamobagu,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.74","71",108.892646650464,5, , ,Kota Kotamobagu,Sulawesi Utara, ,Bolaang Mongondow, ,0,0.501517190720522,0.00884720011878618
53,Kota Makassar,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.71","73",176.85229432503,5, , ,Kota Makassar,Sulawesi Selatan, , , ,0,1.18390727606909,0.0144240032009482
54,Kota Manado,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.71","71",162.353349446307,5, , ,Kota Manado,Sulawesi Utara, , , ,0,1.11843905361307,0.0131942843923582
55,Kota Palopo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.73","73",273.235309259653,5, , ,Kota Palopo,Sulawesi Selatan, ,Luwu, ,0,0.933354350664662,0.0222271354236616
56,Kota Palu,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.71","72",356.350563393468,5, , ,Kota Palu,Sulawesi Tengah, ,Donggala,,0,1.79443709022326,0.0289532621910922
57,Kota Parepare,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.72","73",89.6703719044184,5, , ,Kota Parepare,Sulawesi Selatan, , , ,0,0.496250209165133,0.00730249067417315
58,Kota Ternate,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.71","82",162.202332026111,5, , ,Kota Ternate,Maluku Utara, ,Maluku Utara,Maluku,0,1.09809882361177,0.0131789514735928
59,Kota Tidore Kepulauan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.72","82",1703.32201727318,5, , ,Kota Tidore Kepulauan,Maluku Utara, ,Halmahera Tengah,Maluku,0,3.26471097388046,0.138384976715436
60,Kota Tomohon,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.73","71",169.064441141534,5, , ,Kota Tomohon,Sulawesi Utara, ,Minahasa, ,0,0.630465219220488,0.0137385534243953
61,Kota Tual,BA03050040,"Berdasarkan Kepmendagri 2022-100.1.1-6117, Pulau Vatskoit masuk ke Kota Tual",TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.72","81",234.417325485559,5, , ,Kota Tual,Maluku, ,Maluku Tenggara, ,0,3.14714818104224,0.0191318329550487
62,Luwu,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.17","73",2902.09926724937,4, , ,Luwu,Sulawesi Selatan, , , ,0,4.15537515141046,0.236129771538146
63,Luwu Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.24","73",6745.9212504801,4, , ,Luwu Timur,Sulawesi Selatan, ,Luwu Utara, ,0,5.56500897204282,0.548579056274514
64,Majene,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.05","76",900.915813025862,4, , ,Majene,Sulawesi Barat, , ,Sulawesi Selatan,0,2.322029753775,0.0733009284151763
65,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",0.118931752271835,999, , ,,Maluku, , , ,,0.023844487221723,9.7055730553221e-06
66,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",0.139957191640194,999, , ,,Maluku, , , ,,0.0126213730817836,1.14185735277184e-05
67,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",0.195180193140561,999, , ,,Maluku, , , ,,0.015773404992355,1.59246210563637e-05
68,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",0.235272997085913,999, , ,,Maluku, , , ,,0.017388624135491,1.92001422790792e-05
69,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",0.583357406701432,999, , ,,Maluku, , , ,,0.0399646651850112,4.76040326555134e-05
70,Maluku,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"81",1.03076281447929,999, , ,,Maluku, , , ,,0.0384823404262375,8.41036986396324e-05
71,Maluku Barat Daya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.08","81",4551.67610961819,4, , ,Maluku Barat Daya,Maluku, ,Maluku Tengggara Barat, ,0,11.0785230160734,0.373175253394903
72,Maluku Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.01","81",8253.92875101886,4, , ,Maluku Tengah,Maluku, , , ,0,10.5237167416233,0.671575642955801
73,Maluku Utara,BA03050040,Pulau Bermasalah,TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"82",0.00642703097299936,999, , ,,Maluku Utara, , ,Maluku,0,0.00655217721300097,5.2217892697888e-07
74,Maluku Utara,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Maluku Utara",TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"82",0.00904988012414496,999, , ,,Maluku Utara, , ,Maluku,0,0.00493367757818818,7.35277846114434e-07
75,Maluku Utara,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Maluku Utara",TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"82",0.0117301948868153,999, , ,,Maluku Utara, , ,Maluku,0,0.00355320448840669,9.52975871765156e-07
76,Maluku Utara,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Maluku Utara",TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"82",0.163100696411582,999, , ,,Maluku Utara, , ,Maluku,0,0.0257277529637383,1.32514832227442e-05
77,Mamasa,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.03","76",3016.12975310208,4, , ,Mamasa,Sulawesi Barat, ,Polewali Mandar,Sulawesi Selatan,0,3.22345660153574,0.245349382766424
78,Mamuju,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.02","76",4942.25209752188,4, , ,Mamuju,Sulawesi Barat, , ,Sulawesi Selatan,0,5.36780249218975,0.401893274264784
79,Mamuju Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.06","76",2758.33482946619,4, , ,Mamuju Tengah,Sulawesi Barat, ,Mamuju,Sulawesi Selatan,0,3.30448539570568,0.224223370415316
80,Maros,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.09","73",1443.62566894576,4, , ,Maros,Sulawesi Selatan, , , ,0,2.50810730748282,0.117717616688342
81,Minahasa,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.02","71",1128.45274592458,4, , ,Minahasa,Sulawesi Utara, , , ,0,2.68942492176393,0.0916978989244035
82,Minahasa Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.05","71",1456.68993621153,4, , ,Minahasa Selatan,Sulawesi Utara, ,Minahasa, ,0,2.72174859607137,0.118363800417221
83,Minahasa Selatan/Bolaang Mongondwo Timur,BA03050040,"Danau Moat, area bermasalah",TASWIL5000020230907KABKOTA,"4326", , , , ,, ,71.05/71.10,"71",6.52813214644609,999, , ,Minahasa Selatan/Bolaang Mongondwo Timur,Sulawesi Utara, , , ,0,0.121295970599599,0.000530396052248008
84,Minahasa Tenggara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.07","71",753.135726483187,4, , ,Minahasa Tenggara,Sulawesi Utara, ,Minahasa Selatan, ,0,1.73358220731175,0.0611947470832694
85,Minahasa Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"71.06","71",995.549321688522,4, , ,Minahasa Utara,Sulawesi Utara, ,Minahasa, ,0,3.94205698314609,0.0809082603549333
86,Morowali,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.06","72",4486.89109306794,4, , ,Morowali,Sulawesi Tengah, ,Poso,,0,9.61444602744319,0.364923238402605
87,Morowali Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.12","72",8736.00620780201,4, , ,Morowali Utara,Sulawesi Tengah, ,Morowali,,0,7.55980228461231,0.710080520991349
88,Muna,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.03","74",1858.09481162632,4, , ,Muna,Sulawesi Tenggara, , , ,0,5.32849464874295,0.151502694674436
89,Muna Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.13","74",818.701593571383,4, , ,Muna Barat,Sulawesi Tenggara, ,Muna, ,0,2.6590698112218,0.0667415576998092
90,Pohuwato,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"75.04","75",4370.35934662546,4, , ,Pohuwato,Gorontalo, ,Boalemo,Sulawesi Utara,0,4.51203219081252,0.355077620018182
91,Pangkajene Dan Kepulauan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.10","73",888.35423477474,4, , ,Pangkajene Dan Kepulauan,Sulawesi Selatan, , , ,0,5.60305824215089,0.072435731664524
92,Parigi Moutong,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.08","72",5805.60990557911,4, , ,Parigi Moutong,Sulawesi Tengah, ,Donggala,,0,9.00884646069815,0.471681706999474
93,Pasangkayu,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.01","76",2903.18349863962,4, , ,Pasangkayu,Sulawesi Barat, ,Mamuju,Sulawesi Selatan,0,4.19099489137818,0.235936664155763
94,Pinrang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.15","73",1895.23686294845,4, , ,Pinrang,Sulawesi Selatan, , , ,0,2.64247654675762,0.15427246883899
95,Polewali Mandar,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"76.04","76",2075.27102616092,4, , ,Polewali Mandar,Sulawesi Barat, , ,Sulawesi Selatan,0,2.72027247971983,0.168871394483312
96,Pulau Morotai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.07","82",2337.33106433158,4, , ,Pulau Morotai,Maluku Utara, ,Halmahera Utara,Maluku,0,3.28918237597148,0.190038577299175
97,Pulau Taliabu,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"82.08","82",2985.74817963298,4, , ,Pulau Taliabu,Maluku Utara, ,Kepulauan Sula,Maluku,0,5.68748159365729,0.242684198573744
98,Seram Bagian Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.06","81",5017.13815331979,4, , ,Seram Bagian Barat,Maluku, ,Maluku Tengah, ,0,7.71321225876177,0.408195131024978
99,Seram Bagian Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"81.05","81",5725.44659822743,4, , ,Seram Bagian Timur,Maluku, ,Maluku Tengah, ,0,6.70448966033714,0.465952295516466
100,Sidenreng Rappang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.14","73",1832.30025420351,4, , ,Sidenreng Rappang,Sulawesi Selatan, , , ,0,3.23047298114662,0.149179619473024
101,Sigi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.10","72",5225.43453932221,4, , ,Sigi,Sulawesi Tengah, ,Donggala,,0,4.93091212861565,0.424649274885969
102,Sinjai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.07","73",865.244292561612,4, , ,Sinjai,Sulawesi Selatan, , , ,0,1.93167137779672,0.0705770150376488
103,Soppeng,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.12","73",1385.54618476541,4, , ,Soppeng,Sulawesi Selatan, , , ,0,1.97711974650091,0.112877835941927
104,Sulawesi Selatan,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Sulawesi Selatan",TASWIL5000020230907KABKOTA,"4326", , , , ,, , ,"73",0.249977278696935,6, , ,,Sulawesi Selatan, , , ,0,0.0205922591397996,2.0405864270576e-05
105,Takalar,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.05","73",555.431175623466,4, , ,Takalar,Sulawesi Selatan, , , ,0,3.33113030566491,0.0453208893004071
106,Tana Toraja,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.18","73",2043.62251932337,4, , ,Tana Toraja,Sulawesi Selatan, , , ,0,3.48140100846718,0.166265404942043
107,Tojo Una Una,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.09","72",5572.85629148294,4, , ,Tojo Una Una,Sulawesi Tengah, ,Poso,,0,13.0042973693964,0.452836480833199
108,Toli Toli,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"72.04","72",3700.36895104667,4, , ,Toli Toli,Sulawesi Tengah, , ,,0,6.23110925863994,0.3006613836424
109,Toraja Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.26","73",1289.13414675932,4, , ,Toraja Utara,Sulawesi Selatan, ,Tana Toraja, ,0,2.22050049647948,0.104859502325103
110,Wakatobi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"74.07","74",450.455914283456,4, , ,Wakatobi,Sulawesi Tenggara, ,Buton, ,0,3.71804674371379,0.0367648905913481
111,Wajo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.13","73",2608.71195202062,4, , ,Wajo,Sulawesi Selatan, , , ,0,3.08598165537218,0.212436685703503
112,Luwu Utara,BA03050040,"Pulau Ulau Lawatu, Pulau Laputeang masuk ke Luwu Utara berdasarkanKepemndagri 2022-100.1.1.1667",TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"73.22","73",7422.43924278308,4, , ,Luwu Utara,Sulawesi Selatan, ,Luwu, ,0,4.74484577372694,0.603523466202969
113,Aceh Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.05","11",2782.87300745678,4, , ,Aceh Barat,Aceh, , , ,0,2.62468318778759,0.226750515046104
114,Aceh Barat Daya,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.12","11",1882.2766875337,4, , ,Aceh Barat Daya,Aceh, ,Aceh Selatan, ,0,2.27246509623281,0.153249919620622
115,Aceh Besar,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.06","11",2891.47739212756,4, , ,Aceh Besar,Aceh, , , ,0,4.6681488163131,0.235918624635696
116,Aceh Jaya,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.14","11",3872.35246729384,4, , ,Aceh Jaya,Aceh, ,Aceh Barat, ,0,3.39233252382937,0.315687532660186
117,Aceh Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.01","11",4175.37468860783,4, , ,Aceh Selatan,Aceh, , , ,0,4.37648280243514,0.33972017336331
118,Aceh Singkil,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.10","11",1852.82339581973,4, , ,Aceh Singkil,Aceh, ,Aceh Selatan, ,0,4.78275968637929,0.150648456571227
119,Aceh Tamiang,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.16","11",2187.65711040124,4, , ,Aceh Tamiang,Aceh, ,Aceh Timur, ,0,2.79886997066439,0.178199047207818
120,Aceh Tengah,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.04","11",4468.41743144929,4, , ,Aceh Tengah,Aceh, , , ,0,4.00511369237049,0.364122196804051
121,Aceh Tenggara,BA03050040,,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"11.02","11",4179.12321841563,4, , ,Aceh Tenggara,Aceh, , , ,0,3.38135402431857,0.340089875341389
