OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,KDBBPS,KDCBPS,KDCPUM,KDEBPS,KDEPUM,KDPBPS,KDPKAB,KDPPUM,LUASWH,TIPADM,WADMKC,WADMKD,WADMKK,WADMPR,WIADKC,WIADKK,WIADPR,WIADKD,SHAPE_Length,SHAPE_Area
369,Lembata,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.13","53",1268.10489804071,4, , ,Lembata,Nusa Tenggara Timur, ,Flores Timur, ,0,3.45188597769192,0.104104668909663
370,Lombok Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.01","52",923.057962969162,4, , ,Lombok Barat,Nusa Tenggara Barat, , , ,0,3.71265582936431,0.0758331064669062
371,Lombok Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.02","52",1169.52187249029,4, , ,Lombok Tengah,Nusa Tenggara Barat, , , ,0,2.45797176195955,0.0960952787943036
372,Lombok Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.03","52",1606.47001028955,4, , ,Lombok Timur,Nusa Tenggara Barat, , , ,0,3.49807390177226,0.131933298278548
373,Lombok Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.08","52",811.190093230204,4, , ,Lombok Utara,Nusa Tenggara Barat, ,Lombok Barat, ,0,1.57449687819554,0.0665889419716648
374,Lumajang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.08","35",1797.09840584344,4, , ,Lumajang,Jawa Timur, , , ,0,2.00600458971506,0.147439191312764
375,Madiun,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.19","35",1113.62699476261,4, , ,Madiun,Jawa Timur, , , ,0,2.51394111302347,0.0912574903763248
376,Magelang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.08","33",1129.98329062928,4, , ,Magelang,Jawa Tengah, , , ,0,1.91655103309088,0.092572325160952
377,Magetan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.20","35",706.443564578976,4, , ,Magetan,Jawa Timur, , , ,0,1.60681402238058,0.0578955652973047
378,Majalengka,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.10","32",1330.17015875938,4, , ,Majalengka,Jawa Barat, , , ,0,2.41021451831093,0.10881299731686
379,Malaka,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.21","53",1109.16204573807,4, , ,Malaka,Nusa Tenggara Timur, ,Belu, ,0,2.23370514725781,0.091335143401481
380,Malang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.07","35",3473.3770358144,4, , ,Malang,Jawa Timur, , , ,0,5.34662066879947,0.284967223800955
381,Manggarai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.10","53",1343.83414796983,4, , ,Manggarai,Nusa Tenggara Timur, , , ,0,2.62044875268555,0.110374337959618
382,Manggarai Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.15","53",3128.99733566897,4, , ,Manggarai Barat,Nusa Tenggara Timur, ,Manggarai, ,0,10.7211601623625,0.257018604577651
383,Manggarai Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.19","53",2389.5295978557,4, , ,Manggarai Timur,Nusa Tenggara Timur, ,Manggarai, ,0,2.6091065551928,0.196263276888684
384,Mojokerto,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.16","35",984.643133628023,4, , ,Mojokerto,Jawa Timur, , , ,0,2.18572150286753,0.0806744758478722
385,Nagekeo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.16","53",1396.16423098123,4, , ,Nagekeo,Nusa Tenggara Timur, ,Ngada, ,0,2.15252417922818,0.114707914624816
386,Ngada,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.09","53",1735.6352176919,4, , ,Ngada,Nusa Tenggara Timur, , , ,0,2.86650785506836,0.142589549675794
387,Nganjuk,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.18","35",1289.0666724846,4, , ,Nganjuk,Jawa Timur, , , ,0,2.05492720227144,0.105627856822686
388,Ngawi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.21","35",1395.80361511386,4, , ,Ngawi,Jawa Timur, , , ,0,2.33754211648406,0.114333252536481
389,Pacitan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.01","35",1433.59333624551,4, , ,Pacitan,Jawa Timur, , , ,0,2.70815392342493,0.117615991625775
390,Pamekasan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.28","35",795.153633199946,4, , ,Pamekasan,Jawa Timur, , , ,0,1.6163983164587,0.0650801575114265
391,Pandeglang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"36.01","36",2771.41416976462,4, , ,Pandeglang,Banten, , , ,0,6.20293474141011,0.226610877124878
392,Pangandaran,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.18","32",1128.1536257458,4, , ,Pangandaran,Jawa Barat, ,Ciamis, ,0,2.42560719970639,0.0924503882598981
393,Pasuruan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.14","35",1493.29125872968,4, , ,Pasuruan,Jawa Timur, , , ,0,2.11486198318289,0.122402850460093
394,Pati,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.18","33",1572.89642576077,4, , ,Pati,Jawa Tengah, , , ,0,2.49346121475829,0.128650290786482
395,Pekalongan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.26","33",892.91369042498,4, , ,Pekalongan,Jawa Tengah, , , ,0,1.70363965471873,0.073080159827387
396,Pemalang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.27","33",1137.41251733669,4, , ,Pemalang,Jawa Tengah, , , ,0,2.08273022955848,0.0930871937896081
397,Ponorogo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.02","35",1418.61821052608,4, , ,Ponorogo,Jawa Timur, , , ,0,2.24739814857251,0.11633341945413
398,Probolinggo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.13","35",1724.51021962952,4, , ,Probolinggo,Jawa Timur, , , ,0,3.30824697991067,0.141396287707631
399,Purbalingga,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.03","33",805.756504928704,4, , ,Purbalingga,Jawa Tengah, , , ,0,1.52765145180999,0.0659844352743485
400,Purwakarta,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.14","32",993.091657082304,4, , ,Purwakarta,Jawa Barat, , , ,0,1.68861222886575,0.081202855340784
401,Purworejo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.06","33",1081.96525461587,4, , ,Purworejo,Jawa Tengah, , , ,0,1.60858318897909,0.0886784702734054
402,Rembang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.17","33",1037.53825735241,4, , ,Rembang,Jawa Tengah, , , ,0,1.72241754828269,0.0848675258297922
403,Rote Ndao,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.14","53",1286.45281116951,4, , ,Rote Ndao,Nusa Tenggara Timur, ,Kupang, ,0,4.76909476003716,0.106321906476805
404,Sabu Raijua,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.20","53",460.956594118217,4, , ,Sabu Raijua,Nusa Tenggara Timur, ,Kupang, ,0,1.23438979443343,0.0380736571077427
405,Sampang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.27","35",1228.25205645055,4, , ,Sampang,Jawa Timur, , , ,0,2.20499342869462,0.1005247654183
406,Semarang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.22","33",1019.2704650912,4, , ,Semarang,Jawa Tengah, , , ,0,2.9096007080973,0.0834599061834044
407,Serang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"36.04","36",1469.90820771164,4, , ,Serang,Banten, , , ,0,4.82214164058807,0.120087806306219
408,Sidoarjo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.15","35",724.040479898018,4, , ,Sidoarjo,Jawa Timur, , , ,0,1.51439744669955,0.0593093438221984
409,Sikka,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.07","53",1671.64902391444,4, , ,Sikka,Nusa Tenggara Timur, , , ,0,3.89925449996071,0.137312979206458
410,Situbondo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.12","35",1653.72214924831,4, , ,Situbondo,Jawa Timur, , , ,0,3.30726821790255,0.13557162712984
411,Sleman,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"34.04","34",573.749483104939,4, , ,Sleman,Daerah Istimewa Yogyakarta, , , ,0,1.55927175325973,0.0470265396401562
412,Sragen,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.14","33",994.572853528542,4, , ,Sragen,Jawa Tengah, , , ,0,1.72365658684046,0.0814579386949222
413,Subang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.13","32",2165.54817147642,4, , ,Subang,Jawa Barat, , , ,0,2.76140353367275,0.177034323963941
414,Sukabumi,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.02","32",4164.15179190766,4, , ,Sukabumi,Jawa Barat, , , ,0,4.44127476405039,0.340828569229014
415,Sukoharjo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.11","33",493.529961512071,4, , ,Sukoharjo,Jawa Tengah, , , ,0,1.59365796937399,0.0404481573857447
416,Sumba Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.12","53",757.407641007252,4, , ,Sumba Barat,Nusa Tenggara Timur, , , ,0,2.04212111278032,0.0623907023605313
417,Sumba Tengah,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.17","53",1789.65872063981,4, , ,Sumba Tengah,Nusa Tenggara Timur, ,Sumba Barat, ,0,2.42469258110662,0.147379835649403
418,Sumba Timur,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.11","53",6984.01403440826,4, , ,Sumba Timur,Nusa Tenggara Timur, , , ,0,4.80415749282048,0.57570214225178
419,Sumbawa,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.04","52",6655.91723605756,4, , ,Sumbawa,Nusa Tenggara Barat, , , ,0,9.52746212954908,0.546866950000893
420,Sumbawa Barat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"52.07","52",1743.57989259396,4, , ,Sumbawa Barat,Nusa Tenggara Barat, ,Sumbawa, ,0,2.89717254702707,0.143304103284
421,Sumedang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.11","32",1566.20437923366,4, , ,Sumedang,Jawa Barat, , , ,0,2.19053881539217,0.128123825812349
422,Sumenep,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.29","35",2084.02326183109,4, , ,Sumenep,Jawa Timur, , , ,0,10.1929789412882,0.170534946328538
423,Tabanan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"51.02","51",849.314046576877,4, , ,Tabanan,Bali, , , ,0,1.4993967853306,0.0697327016627702
424,Tangerang,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"36.03","36",1027.75694912399,4, , ,Tangerang,Banten, , , ,0,2.42411627082479,0.0839701872128665
425,Tasikmalaya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"32.06","32",2705.85525359783,4, , ,Tasikmalaya,Jawa Barat, , , ,0,3.72497343181116,0.221671812166971
426,Tegal,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.28","33",983.901053793418,4, , ,Tegal,Jawa Tengah, , , ,0,2.0024158954943,0.0805222238329213
427,Temanggung,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.23","33",864.834140616611,4, , ,Temanggung,Jawa Tengah, , , ,0,1.59366504492667,0.0708122880878303
428,Timor Tengah Selatan,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.02","53",3933.15111494803,4, , ,Timor Tengah Selatan,Nusa Tenggara Timur, , , ,0,3.32375028444431,0.324167140100973
429,Timor Tengah Utara,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.03","53",2623.19983127745,4, , ,Timor Tengah Utara,Nusa Tenggara Timur, , , ,0,3.47872541070092,0.215921651765393
430,Trenggalek,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.03","35",1249.2323540606,4, , ,Trenggalek,Jawa Timur, , , ,0,3.19823113933462,0.102499465318354
431,Tuban,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.23","35",1973.50146484385,4, , ,Tuban,Jawa Timur, , , ,0,2.59362652907115,0.161485487583005
432,Tulungagung,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"35.04","35",1144.52526350694,4, , ,Tulungagung,Jawa Timur, , , ,0,2.4814649467639,0.0938974949828426
433,Wonogiri,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.12","33",1905.76972295391,4, , ,Wonogiri,Jawa Tengah, , , ,0,2.63773352761053,0.156277763379862
434,Wonosobo,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"33.07","33",1011.62283826372,4, , ,Wonosobo,Jawa Tengah, , , ,0,1.77897477211396,0.0828600898663778
435,Balangan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.11","63",1828.51323069286,4,,,Balangan,Kalimantan Selatan,,Hulu Sungai Utara,,,1.96836455224517,0.148668701273723
436,Barito Kuala,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.04","63",2426.17904402801,4,,,Barito Kuala,Kalimantan Selatan,,,,,3.14820999039499,0.197385596993576
437,Barito Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.04","62",6267.08417395928,4,,,Barito Selatan,Kalimantan Tengah,, ,,,4.51117894110009,0.509390366024003
438,Barito Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.13","62",3212.51524496515,4,,,Barito Timur,Kalimantan Tengah,,Barito Selatan,,,2.75986047427688,0.261140263500448
439,Barito Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.05","62",9984.80790412091,4,,,Barito Utara,Kalimantan Tengah,, ,,,6.62497877240248,0.811289639574306
440,Bengkayang,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.07","61",5488.60795318972,4,,,Bengkayang,Kalimantan Barat,,Sambas,,,6.02675176553537,0.445970285372445
441,Berau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.03","64",21008.6398182798,4,,,Berau,Kalimantan Timur,, ,,,19.1051645916181,1.70771873525666
442,Bulungan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"65.01","65",13879.7866620854,4,,,Bulungan,Kalimantan Utara,, ,Kalimantan Timur,,12.2041216348108,1.12893160467455
443,Gunung Mas,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.10","62",9305.75639321568,4,,,Gunung Mas,Kalimantan Tengah,,Kapuas,,,4.38794700864893,0.756139081476313
444,Hulu Sungai Selatan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.06","63",1697.22428862007,4,,,Hulu Sungai Selatan,Kalimantan Selatan,, ,,,2.27461182339821,0.138036632844879
445,Hulu Sungai Tengah,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.07","63",1573.53817917124,4,,,Hulu Sungai Tengah,Kalimantan Selatan,, ,,,2.31760045166322,0.12796487359447
446,Hulu Sungai Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.08","63",907.490768484991,4,,,Hulu Sungai Utara,Kalimantan Selatan,, ,,,1.51826473553833,0.0737904677160943
447,Kalimantan Barat,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Kalimantan Barat",TASWIL5000020230907KABKOTA,"4326",,,,,,,,"61",0.446818812946194,999,,,,Kalimantan Barat,,,,,0.0520740876462758,3.63047728110761e-05
448,Kalimantan Timur,BA03050040,"Berdasarkan Kepmendagri 050-145 Tahun 2022, masuk ke Kalimantan Timur",TASWIL5000020230907KABKOTA,"4326",,,,,,,,"64",3.87981888372285,6,,,,Kalimantan Timur,,,,,0.142134396944413,0.000315258065113872
449,Kapuas,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.03","62",17033.6462423939,4,,,Kapuas,Kalimantan Tengah,,,,,9.08879828760493,1.38458396793074
450,Kapuas Hulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.06","61",31318.2461503054,4,,,Kapuas Hulu,Kalimantan Barat,, ,,,10.3235168377823,2.54462852024932
451,Katingan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.06","62",20382.2591987118,4,,,Katingan,Kalimantan Tengah,,Kotawaringin Timur,,,9.49659543238828,1.65672066218665
452,Kayong Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.11","61",4110.12301412372,4,,,Kayong Utara,Kalimantan Barat,,Ketapang,,,6.99327188473647,0.333972050771644
453,Ketapang,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.04","61",30018.6763396152,4,,,Ketapang,Kalimantan Barat,, ,,,13.6255621311075,2.4398929270762
454,Kota Banjarbaru,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.72","63",305.152648560538,5,,,Kota Banjarbaru,Kalimantan Selatan,,Banjar,,,0.951653262095431,0.0248353168629781
455,Kota Banjarmasin,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.71","63",98.3720535787737,5,,,Kota Banjarmasin,Kalimantan Selatan,, ,,,0.509215199312864,0.00800498247531236
456,Kota Bontang,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.74","64",160.809911871692,5,,,Kota Bontang,Kalimantan Timur,,Kutai,,,1.6382281095844,0.0130643621256575
457,Kota Palangkaraya,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.71","62",2848.69898048666,5,,,Kota Palangkaraya,Kalimantan Tengah,, ,,,2.5073349610502,0.231571114702436
458,Kota Pontianak,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.71","61",118.208752498421,5,,,Kota Pontianak,Kalimantan Barat,, ,,,0.43973462088648,0.00960338694430699
459,Kota Samarinda,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.72","64",716.783310868633,5,,,Kota Samarinda,Kalimantan Timur,, ,,,1.50916211612213,0.0582343518725787
460,Kota Singkawang,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.72","61",550.186910140573,5,,,Kota Singkawang,Kalimantan Barat,,Bengkayang,,,1.23074798661187,0.0447029151335628
461,Kota Tarakan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"65.71","65",250.977748170811,5,,,Kota Tarakan,Kalimantan Utara,,Bulungan,Kalimantan Timur,,0.723045143868589,0.0204238221852748
462,Kotabaru,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.02","63",9354.93250433197,4,,,Kotabaru,Kalimantan Selatan,, ,,,11.9385672047952,0.761031809984525
463,Kotawaringin Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.01","62",9480.34392712432,4,,,Kotawaringin Barat,Kalimantan Tengah,, ,,,6.66100308310933,0.770965727133332
464,Kotawaringin Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.02","62",15543.8243907487,4,,,Kotawaringin Timur,Kalimantan Tengah,, ,,,6.85865059791201,1.26365273526571
465,Kubu Raya,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.12","61",8549.29358264788,4,,,Kubu Raya,Kalimantan Barat,,Pontianak,,,12.428912661944,0.694575912143125
466,Kutai Barat,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.07","64",13611.16785441,4,,,Kutai Barat,Kalimantan Timur,,Kutai,,,6.39989825950964,1.10584299351225
467,Kutai Kartanegara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.02","64",26926.4942027958,4,,,Kutai Kartanegara,Kalimantan Timur,,,,,26.6176241018418,2.18766401505815
468,Kutai Timur,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.08","64",31580.1823792903,4,,,Kutai Timur,Kalimantan Timur,,Kutai,,,15.3755425489213,2.56602907313291
469,Lamandau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.09","62",7632.39429795673,4,,,Lamandau,Kalimantan Tengah,,Kotawaringin Barat,,,4.63857737883056,0.620356186642891
470,Landak,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.08","61",8430.71056017592,4,,,Landak,Kalimantan Barat,,Pontianak,,,6.11846983153717,0.684950096963028
471,Mahakam Ulu,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.11","64",18492.2245188279,4,,,Mahakam Ulu,Kalimantan Timur,,Kutai Barat,,,9.67222359810808,1.50248112186434
472,Malinau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"65.02","65",38901.8328572165,4,,,Malinau,Kalimantan Utara,,Bulungan,Kalimantan Timur,,12.8203353950897,3.16364383735009
473,Melawi,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.10","61",10122.5133895552,4,,,Melawi,Kalimantan Barat,,Sintang,,,6.18884194372315,0.822418686576588
474,Mempawah,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.02","61",1935.41897259054,4,,,Mempawah,Kalimantan Barat,,,,,3.11737641949643,0.157238724723012
475,Murung Raya,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.12","62",23575.3282293376,4,,,Murung Raya,Kalimantan Tengah,,Barito Utara,,,8.65174413279452,1.9153251355227
476,Nunukan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"65.03","65",13564.2502734363,4,,,Nunukan,Kalimantan Utara,,Bulungan,Kalimantan Timur,,11.9925735830334,1.10460990485909
477,Paser,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.01","64",10780.6270828824,4,,,Paser,Kalimantan Timur,, ,,,6.97548731684684,0.876236429334571
478,Pulang Pisau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.11","62",9650.86351395214,4,,,Pulang Pisau,Kalimantan Tengah,,Kapuas,,,5.84547721099514,0.784912560031249
479,Sambas,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.01","61",5937.99495326819,4,,,Sambas,Kalimantan Barat,, ,,,4.23082967504755,0.482557384329192
480,Sanggau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.03","61",12452.2241517992,4,,,Sanggau,Kalimantan Barat,, ,,,7.65307697655706,1.01166258396512
481,Sekadau,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.09","61",5979.04370295035,4,,,Sekadau,Kalimantan Barat,,Sanggau,,,4.89358511497578,0.485752312965966
482,Seruyan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.07","62",15215.1581376537,4,,,Seruyan,Kalimantan Tengah,,Kotawaringin Timur,,,9.18173642436265,1.23714973590173
483,Sintang,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"61.05","61",22025.7880013847,4,,,Sintang,Kalimantan Barat,, ,,,11.9811145851475,1.78944370223663
484,Sukamara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"62.08","62",3311.22935718081,4,,,Sukamara,Kalimantan Tengah,,Kotawaringin Barat,,,3.86836879184314,0.269281741485265
485,Tabalong,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.09","63",3473.06892326261,4,,,Tabalong,Kalimantan Selatan,, ,,,3.985999774704,0.282303080840216
486,Tana Tidung,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"65.04","65",3504.33620182409,4,,,Tana Tidung,Kalimantan Utara,,Bulungan,Kalimantan Timur,,7.88441740754208,0.285234811366158
487,Tanah Bumbu,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.10","63",4884.83273223124,4,,,Tanah Bumbu,Kalimantan Selatan,,Kotabaru,,,4.00796147911225,0.397547334940171
488,Tanah Laut,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.01","63",3841.37235642558,4,,,Tanah Laut,Kalimantan Selatan,,,,,3.32146775363745,0.312753591958438
489,Tapin,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.05","63",2155.93899497055,4,,,Tapin,Kalimantan Selatan,, ,,,2.73330795238987,0.175372730701668
490,Sumba Barat Daya,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.18","53",1383.31224571211,4, , ,Sumba Barat Daya,Nusa Tenggara Timur, ,Sumba Barat, ,0,1.59805558471247,0.11391384897948
491,Ende,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"53.08","53",2085.24387061304,4, , ,Ende,Nusa Tenggara Timur, , , ,0,2.99297540949273,0.17131623288569
492,Penajam Paser Utara,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.09","64",3194.64807852294,4,,,Penajam Paser Utara,Kalimantan Timur,,Paser,,,3.71501711121446,0.25958899424988
493,Kota Balikpapan,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"64.71","64",509.701806387689,5,,,Kota Balikpapan,Kalimantan Timur,, ,,,1.21402717219524,0.0414168646667287
494,Banjar,BA03050040,,TASWIL5000020230907KABKOTA,"4326",,,,,,,"63.03","63",4588.43771448587,4,,,Banjar,Kalimantan Selatan,, ,,,5.01422308519242,0.373380607940957
495,Asmat,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"93.04","93",25015.3064337845,4, , ,Asmat,Papua Selatan, ,Merauke,Papua,0,10.5051020138187,2.04103171175323
496,Biak Numfor,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"91.06","91",2257.77857259962,4, , ,Biak Numfor,Papua, , , ,0,5.35532578171235,0.183451690197438
497,Boven Digoel,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"93.02","93",23558.2716032043,4, , ,Boven Digoel,Papua Selatan, ,Merauke,Papua,0,9.41001151938845,1.92422305690953
498,Deiyai,BA03050040, ,TASWIL5000020230907KABKOTA,"4326", , , , ,, ,"94.08","94",2846.41168168655,4, , ,Deiyai,Papua Tengah, ,Paniai,Papua,0,3.39213920299162,0.231850795745262
